FinalID,GB_chloro_count,GB_mito_count,GB_mito_fl_count,CommonName,ParentOrganismFinalID,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicLevelCode
Homalothecium,565,2,2,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium,NA,NA,50
Homalothecium aureum,12,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium aureum,NA,NA,60
Homalothecium californicum,12,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium californicum,NA,NA,60
Homalothecium fulgescens,19,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium fulgescens,NA,NA,60
Homalothecium nevadense,12,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium nevadense,NA,NA,60
Homalothecium nuttallii,13,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium nuttallii,NA,NA,60
Homalothecium pinnatifidum,0,0,0,NA,Homalothecium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Homalothecium,NA,Homalothecium pinnatifidum,NA,NA,60
Hydrogrimmia,0,0,0,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia,NA,NA,50
Hydrogrimmia mollis,5,0,0,NA,Hydrogrimmia,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Hydrogrimmia,NA,Hydrogrimmia mollis,NA,NA,60
Hygroamblystegium,22,1,1,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygroamblystegium,NA,Hygroamblystegium,NA,NA,50
Hygroamblystegium tenax,9,0,0,NA,Hygroamblystegium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygroamblystegium,NA,Hygroamblystegium tenax,NA,NA,60
Hygrohypnum,12,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum,NA,NA,50
Hygrohypnum alpinum,2,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum alpinum,NA,NA,60
Hygrohypnum bestii,2,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum bestii,NA,NA,60
Hygrohypnum cochlearifolium,3,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum cochlearifolium,NA,NA,60
Hygrohypnum duriusculum,4,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum duriusculum,NA,NA,60
Hygrohypnum luridum,5,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum luridum,NA,NA,60
Hygrohypnum molle,2,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum molle,NA,NA,60
Hygrohypnum ochraceum,8,5,5,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum ochraceum,NA,NA,60
Hygrohypnum smithii,4,1,1,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum smithii,NA,NA,60
Hygrohypnum styriacum,4,0,0,NA,Hygrohypnum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Hygrohypnum,NA,Hygrohypnum styriacum,NA,NA,60
Hymenostylium,66,4,4,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hymenostylium,NA,Hymenostylium,NA,NA,50
Hymenostylium recurvirostrum,28,4,4,NA,Hymenostylium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Hymenostylium,NA,Hymenostylium recurvirostrum,NA,NA,60
Imbribryum,62,5,5,NA,Bryaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum,NA,NA,50
Imbribryum alpinum,27,2,2,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum alpinum,NA,NA,60
Imbribryum gemmiparum,11,1,1,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum gemmiparum,NA,NA,60
Imbribryum microchaeton,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum microchaeton,NA,NA,60
Imbribryum mildeanum,5,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum mildeanum,NA,NA,60
Imbribryum miniatum,0,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum miniatum,NA,NA,60
Imbribryum muhlenbeckii,4,0,0,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum muhlenbeckii,NA,NA,60
Imbribryum sp. nov.,62,5,5,NA,Imbribryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Bryaceae,NA,NA,NA,Imbribryum,NA,Imbribryum sp. nov.,NA,NA,60
Kindbergia,121,0,0,NA,Brachytheciaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia,NA,NA,50
Kindbergia oregana,9,0,0,NA,Kindbergia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia oregana,NA,NA,60
Kindbergia praelonga,70,0,0,NA,Kindbergia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Brachytheciaceae,NA,NA,NA,Kindbergia,NA,Kindbergia praelonga,NA,NA,60
Leptobryum,154,5,5,NA,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum,NA,NA,50
Leptobryum pyriforme,110,2,2,NA,Leptobryum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Leptobryum,NA,Leptobryum pyriforme,NA,NA,60
Leptodictyum,6,1,1,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum,NA,NA,50
Leptodictyum humile,6,0,0,NA,Leptodictyum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum humile,NA,NA,60
Leptodictyum riparium,6,1,1,NA,Leptodictyum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Leptodictyum,NA,Leptodictyum riparium,NA,NA,60
Leptophascum,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Leptophascum,NA,Leptophascum,NA,NA,50
Leptophascum leptophyllum,8,1,1,NA,Leptophascum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Leptophascum,NA,Leptophascum leptophyllum,NA,NA,60
Leskea,22,5,5,NA,Leskeaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Leskea,NA,Leskea,NA,NA,50
Leskea polycarpa,8,5,5,NA,Leskea,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,Leskea,NA,Leskea polycarpa,NA,NA,60
Leskeaceae,129,25,25,NA,Hypnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Leskeaceae,NA,NA,NA,NA,NA,Leskeaceae,NA,NA,40
Leucolepis,8,1,1,NA,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis,NA,NA,50
Leucolepis acanthoneura,5,1,1,NA,Leucolepis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Leucolepis,NA,Leucolepis acanthoneura,NA,NA,60
Limprichtia,0,0,0,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Limprichtia,NA,Limprichtia,NA,NA,50
Limprichtia revolvens,0,0,0,NA,Limprichtia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Limprichtia,NA,Limprichtia revolvens,NA,NA,60
Meesia,220,1,1,NA,Meesiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia,NA,NA,50
Meesia longiseta,10,0,0,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia longiseta,NA,NA,60
Meesia triquetra,16,1,1,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia triquetra,NA,NA,60
Meesia uliginosa,181,0,0,NA,Meesia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,Meesia,NA,Meesia uliginosa,NA,NA,60
Meesiaceae,400,10,10,NA,Splachnales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Splachnales,NA,NA,Meesiaceae,NA,NA,NA,NA,NA,Meesiaceae,NA,NA,40
Microbryum,8,1,1,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum,NA,NA,50
Microbryum davallianum,6,1,1,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum davallianum,NA,NA,60
Microbryum starckeanum,0,0,0,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum starckeanum,NA,NA,60
Microbryum vlassovii,0,0,0,NA,Microbryum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Microbryum,NA,Microbryum vlassovii,NA,NA,60
Micromitrium,9,7,7,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Micromitrium,NA,Micromitrium,NA,NA,50
Micromitrium tenerum,5,3,3,NA,Micromitrium,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Micromitrium,NA,Micromitrium tenerum,NA,NA,60
Mielichhoferia,38,3,5,NA,Mielichhoferiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia,NA,NA,50
Mielichhoferia elongata,9,1,3,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia elongata,NA,NA,60
Mielichhoferia mielichhoferniana,8,0,0,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia mielichhoferniana,NA,NA,60
Mielichhoferia shevockii,0,0,0,NA,Mielichhoferia,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,Mielichhoferia,NA,Mielichhoferia shevockii,NA,NA,60
Mielichhoferiaceae,0,0,0,NA,Bryales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mielichhoferiaceae,NA,NA,NA,NA,NA,Mielichhoferiaceae,NA,NA,40
Mniaceae,1693,117,121,NA,Bryales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,NA,NA,Mniaceae,NA,NA,40
Mnium,72,25,25,NA,Mniaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium,NA,NA,50
Mnium arizonicum,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium arizonicum,NA,NA,60
Mnium blyttii,0,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium blyttii,NA,NA,60
Mnium marginatum,1,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium marginatum,NA,NA,60
Mnium spinulosum,2,0,0,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium spinulosum,NA,NA,60
Mnium thomsonii,7,2,2,NA,Mnium,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bryales,NA,NA,Mniaceae,NA,NA,NA,Mnium,NA,Mnium thomsonii,NA,NA,60
Niphotrichum,140,1,5,NA,Grimmiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum,NA,NA,50
Niphotrichum elongatum,19,0,2,NA,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum elongatum,NA,NA,60
Niphotrichum ericoides,43,0,2,NA,Niphotrichum,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Grimmiales,NA,NA,Grimmiaceae,NA,NA,NA,Niphotrichum,NA,Niphotrichum ericoides,NA,NA,60
Orthotrichaceae,3117,275,308,NA,Orthotrichales,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,NA,NA,Orthotrichaceae,NA,NA,40
Orthotrichum,869,75,92,NA,Orthotrichaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum,NA,NA,50
Orthotrichum affine,217,2,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum affine,NA,NA,60
Orthotrichum alpestre,23,1,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum alpestre,NA,NA,60
Orthotrichum anodon,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum anodon,NA,NA,60
Orthotrichum bolanderi,4,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum bolanderi,NA,NA,60
Orthotrichum consimile,21,1,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum consimile,NA,NA,60
Orthotrichum coulteri,28,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum coulteri,NA,NA,60
Orthotrichum cupulatum,28,2,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum cupulatum,NA,NA,60
Orthotrichum diaphanum,8,1,4,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum diaphanum,NA,NA,60
Orthotrichum euryphyllum,29,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum euryphyllum,NA,NA,60
Orthotrichum flowersii,4,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum flowersii,NA,NA,60
Orthotrichum hallii,6,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum hallii,NA,NA,60
Orthotrichum holzingeri,5,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum holzingeri,NA,NA,60
Orthotrichum kellmanii,10,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum kellmanii,NA,NA,60
Orthotrichum laevigatum,19,1,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum laevigatum,NA,NA,60
Orthotrichum lyellii,74,4,5,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum lyellii,NA,NA,60
Orthotrichum macounii,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum macounii,NA,NA,60
Orthotrichum norissii,20,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum norissii,NA,NA,60
Orthotrichum pallens,5,1,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pallens,NA,NA,60
Orthotrichum papillosum,8,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum papillosum,NA,NA,60
Orthotrichum pellucidum,9,2,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pellucidum,NA,NA,60
Orthotrichum praemorsum,4,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum praemorsum,NA,NA,60
Orthotrichum pulchellum,21,1,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pulchellum,NA,NA,60
Orthotrichum pumilum,15,2,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pumilum,NA,NA,60
Orthotrichum pylaisii,9,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum pylaisii,NA,NA,60
Orthotrichum rivulare,11,1,1,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum rivulare,NA,NA,60
Orthotrichum rupestre,35,4,4,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum rupestre,NA,NA,60
Orthotrichum schimperi,19,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum schimperi,NA,NA,60
Orthotrichum shawii,4,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum shawii,NA,NA,60
Orthotrichum shevockii,35,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum shevockii,NA,NA,60
Orthotrichum speciosum,77,9,11,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum speciosum,NA,NA,60
Orthotrichum striatum,18,2,2,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum striatum,NA,NA,60
Orthotrichum texanum,0,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum texanum,NA,NA,60
Orthotrichum unerwoodii,4,0,0,NA,Orthotrichum,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Orthotrichales,NA,NA,Orthotrichaceae,NA,NA,NA,Orthotrichum,NA,Orthotrichum unerwoodii,NA,NA,60
Oxystegus,0,0,0,NA,Pottiaceae,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Oxystegus,NA,Oxystegus,NA,NA,50
Oxystegus tenuirostris,50,1,3,NA,Oxystegus,Bryophyta,NA,NA,Bryopsida,Dicranidae,NA,Pottiales,NA,NA,Pottiaceae,NA,NA,NA,Oxystegus,NA,Oxystegus tenuirostris,NA,NA,60
Palustriella,11,1,1,NA,Amblystegiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Palustriella,NA,Palustriella,NA,NA,50
Palustriella commutata,6,1,1,NA,Palustriella,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Hypnales,NA,NA,Amblystegiaceae,NA,NA,NA,Palustriella,NA,Palustriella commutata,NA,NA,60
Philonotis,126,5,5,NA,Bartramiaceae,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis,NA,NA,50
Philonotis americana,8,0,0,NA,Philonotis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis americana,NA,NA,60
Philonotis caespitosa,5,0,0,NA,Philonotis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis caespitosa,NA,NA,60
Philonotis calcarea,4,0,0,NA,Philonotis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis calcarea,NA,NA,60
Philonotis capillaris,6,0,0,NA,Philonotis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis capillaris,NA,NA,60
Philonotis fontanus,41,4,4,NA,Philonotis,Bryophyta,NA,NA,Bryopsida,Bryidae,NA,Bartramiales,NA,NA,Bartramiaceae,NA,NA,NA,Philonotis,NA,Philonotis fontanus,NA,NA,60
